Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Models,Price,Dual,5G bands,Quad,Charging,_1,_1_1,64GB 4GB RAM,64GB 3GB RAM,Build,Protection,Features_1,SAR,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,128GB 8GB RAM,Phonebook,Call records,Messaging,Games,Java,Single_1,128GB 4GB RAM,32GB 3GB RAM,Audio quality,Dual or Triple,64GB 6GB RAM,GPRS,EDGE,Stand-by,SAR EU,Talk time,Infrared port,32GB 4GB RAM,Stand-by_1,Talk time_1,Keyboard,Browser,Music play,Alert types,Languages,Clock,Alarm
b'lg',b'LG P520',b'https://fdn2.gsmarena.com/vv/bigpic/lg-p520.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1',,,,"b'2010, November. Released 2010, December'",b'Discontinued',b'109.4 x 56.2 x 12.9 mm (4.31 x 2.21 x 0.51 in)',b'120 g (4.23 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT resistive touchscreen, 256K colors'","b'2.8 inches, 24.3 cm2 (~39.5% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'15MB 32MB RAM 128MB ROM',b'GSM 900 / 1800 / 1900 - SIM 2',,,b'320p@15fps',b'2 MP',,b'Yes',b'No',b'No',"b'2.1, A2DP'",b'No',,"b'Stereo FM radio, RDS; FM transmitter'",b'microUSB 2.0',b'',b'Removable Li-Po 1500 mAh battery',b'Black',,b'About 50 EUR',,,,,b'No',b'MP3/WAV/eAAC+ player MP4/H.263 player Document viewer Organizer Voice memo Predictive text input',,,,,,,,,,,,,,"b'1000 entries, Photocall'","b'100 received, 100 dialed, 100 missed calls'","b'SMS, MMS, Email, IM'",b'Yes',"b'Yes, MIDP 2.1'",,,,,,,b'Class 12',b'Class 12',b'Up to 400 h',b'0.96 W/kg (head) \xc2\xa0 \xc2\xa0 0.80 W/kg (body)',b'Up to 9 h',,,,,,"b'WAP 2.0/xHTML, HTML'",,,,,
b'lg',b'LG Axis',b'https://fdn2.gsmarena.com/vv/bigpic/lg-axis.jpg',b'CDMA / EVDO',b'CDMA 800',b'CDMA2000 1xEV-DO',,b'EV-DO Rev.A 3.1 Mbps',"b'2011, January. Released 2011, January'",b'Discontinued',b'115.8 x 56.4 x 15.8 mm (4.56 x 2.22 x 0.62 in)',b'158 g (5.57 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'3.2 inches, 29.1 cm2 (~44.6% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~292 ppi density)'",b'Android 2.1 (Eclair)',b'Qualcomm MSM7627',b'600 MHz ARM 11',b'Adreno 200',b'microSDHC (dedicated slot)',b'512MB 256MB RAM',b'CDMA PCS',,b'LED flash',b'480p',"b'3.15 MP, AF'",,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, compass'",b'Removable Li-Ion 1500 mAh battery',b'Black',,b'About 70 EUR',,,,,b'No',b'MP4/H.264 player MP3/eAAC+ player Organizer Voice memo/dial/commands Predictive text input',,,,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 500 h',,b'Up to 7 h 30 min',,,,,b'QWERTY',b'HTML',,,,,
b'lg',b'LG Apex',b'https://fdn2.gsmarena.com/vv/bigpic/lg-apex.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,b'EV-DO Rev.A 3.1 Mbps',"b'2010, November. Released 2010, November'",b'Discontinued',b'116 x 56 x 16 mm (4.57 x 2.20 x 0.63 in)',b'158 g (5.57 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'3.2 inches, 29.1 cm2 (~44.9% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~292 ppi density)'","b'Android 2.1 (Eclair), upgradable to 2.2 (Froyo)'",b'Qualcomm MSM7627',b'600 MHz ARM 11',b'Adreno 200',b'microSDHC (dedicated slot)',b'512MB 256MB RAM',b'No',,b'LED flash',b'480p',"b'3.15 MP, AF'",,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP'","b'Yes, with A-GPS, VZ Navigator'",,b'No',b'microUSB 2.0',"b'Accelerometer, compass'",b'Removable Li-Ion 1500 mAh battery',b'Black',,,,,,,b'MP4/H.264 player MP3/eAAC+ player Organizer Voice memo/dial/commands Predictive text input',,,,,,,b'1.36 W/kg (head) \xc2\xa0 \xc2\xa0 0.74 W/kg (body)',,,,,,,,,,,,,,,,,,,,,b'Up to 500 h',,b'Up to 7 h 30 min',,,,,b'QWERTY',b'HTML',,,,,
b'lg',b'LG Cosmos Touch VN270',b'https://fdn2.gsmarena.com/vv/bigpic/lg-cosmos-touch.jpg',b'CDMA / CDMA2000',b'CDMA 800 / 1900',b'CDMA2000 1x',,"b'Yes, 384 kbps'","b'2010, November. Released 2010, December'",b'Discontinued',b'103 x 53 x 17 mm (4.06 x 2.09 x 0.67 in)',b'123.9 g (4.34 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.8 inches, 22.3 cm2 (~40.9% screen-to-body ratio)'","b'240 x 400 pixels, 5:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',,b'No',,,b'Yes',b'1.3 MP',,b'Yes',b'No',b'No',"b'2.1, A2DP, EDR'",b'No',,b'No',b'microUSB 2.0',b'',b'Removable Li-Ion 1000 mAh battery',b'Black',,,,,,,b'MP4/H.264 player MP3/eAAC+ player Organizer Voice memo Predictive text input',,,,,,,b'0.84 W/kg (head) \xc2\xa0 \xc2\xa0 0.45 W/kg (body)',,,,,,,,"b'Yes, Photocall'",b'Yes',"b'SMS, MMS, Email'",b'Yes',b'No',,,,,,,,,b'Up to 480 h',,b'Up to 6 h',,,,,b'QWERTY',"b'WAP 2.0/xHTML, HTML'",,,,,
b'lg',b'LG Vortex VS660',b'https://fdn2.gsmarena.com/vv/bigpic/lg-vortex.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,"b'EV-DO Rev.0, 153.2 Kbps'","b'2010, November. Released 2010, December'",b'Discontinued',b'113.5 x 59 x 13.3 mm (4.47 x 2.32 x 0.52 in)',b'124.8 (4.37 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'3.2 inches, 30.5 cm2 (~45.5% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~180 ppi density)'",b'Android 2.2 (Froyo)',,b'600 MHz',,"b'microSDHC (dedicated slot), 2 GB included'",b'170MB',b'No',,,b'Yes',"b'3.15 MP, AF'",,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1500 mAh battery',b'Black',,,,,,,b'DivX/Xvid/MP4/H.264/WMV player MP3/WAV/WMA/eAAC+ player Document viewer Organizer Voice memo Predictive text input (Swype)',,,,,,,b'1.20 W/kg (head) \xc2\xa0 \xc2\xa0 0.79 W/kg (body)',,,,,,,,,,,,,,,,,,,,,b'Up to 500 h',,b'Up to 7 h 30 min',,,,,,b'HTML',,,,,
b'lg',b'LG C320 InTouch Lady',b'https://fdn2.gsmarena.com/vv/bigpic/LG-C320-InTouch-Lady.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 2100',,b'HSPA 3.6/0.384 Mbps',"b'2010, November. Released 2010, November'",b'Discontinued',b'91 x 63 x 16.4 mm (3.58 x 2.48 x 0.65 in)',b'106 g (3.74 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~31.1% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'60MB',b'S-Class UI',,,b'Yes',b'2 MP',,b'Yes',b'Yes',b'No',"b'2.1, A2DP'",b'No',,b'FM radio',b'microUSB 2.0',b'',b'Removable Li-Ion 900 mAh battery',"b'Black, White, Pink, Orange'",,b'About 70 EUR',,,,,b'No',b'SNS integration MP3/WAV/eAAC+ MP4/H.264 player Organizer Document viewer Voice memo Predictive text input',,,,,,b'0.25 W/kg (head) \xc2\xa0 \xc2\xa0 0.21 W/kg (body)',,,,,,,,"b'1000 entries, Photocall'",b'Yes',"b'SMS, MMS, Email, Push Email'",b'Yes',"b'Yes, MIDP 2.0'",,,,,,,,,b'Up to 300 h',b'0.61 W/kg (head) \xc2\xa0 \xc2\xa0 1.33 W/kg (body)',b'Up to 3 h 20 min',,,,,b'QWERTY',b'WAP 2.0/xHTML',,,,,
b'lg',b'LG GT550 Encore',b'https://fdn2.gsmarena.com/vv/bigpic/lg-gt550-encore.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900',,b'HSPA 3.6/0.384 Mbps',"b'2010, October. Released 2010, October'",b'Discontinued',b'106 x 53.3 x 12 mm (4.17 x 2.10 x 0.47 in)',b'104.9 g (3.67 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 256K colors'","b'3.0 inches, 25.6 cm2 (~45.3% screen-to-body ratio)'","b'240 x 400 pixels, 5:3 ratio (~155 ppi density)'",,,,,b'microSDHC (dedicated slot)',,b'No',,,b'320p',b'3.15 MP',,b'Yes',b'Yes',b'No',"b'2.1, A2DP, EDR'",b'A-GPS only',,b'No',b'microUSB 2.0',b'',b'Removable Li-Ion 950 mAh battery',b'Black',,b'About 60 EUR',,,,,b'SNS integration MP3/WAV/eAAC+ MP4/H.264 player Organizer Voice memo/dial/commands Predictive text input',,,,,,,,,,,,,,,b'1000 entries',b'Yes',"b'SMS, MMS, Email, IM'",b'Yes',"b'Yes, MIDP 2.0'",,,,,,,,,b'Up to 240 h',,b'Up to 3 h',,,,,,"b'WAP 2.0/xHTML, HTML'",,,,,
b'lg',b'LG GS390 Prime',b'https://fdn2.gsmarena.com/vv/bigpic/lg-gs390-prime.jpg',b'GSM',b'GSM 850 / 1800 / 1900',,,,"b'2010, October. Released 2010, October'",b'Discontinued',b'108 x 52.8 x 12.7 mm (4.25 x 2.08 x 0.5 in)',b'89 g (3.14 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'3.0 inches, 25.6 cm2 (~44.9% screen-to-body ratio)'","b'240 x 400 pixels, 5:3 ratio (~155 ppi density)'",,,,,b'microSDHC (dedicated slot)',,b'No',,,b'Yes',b'2 MP',,b'Yes',b'No',b'No',"b'2.1, A2DP'",b'No',,b'Stereo FM radio',b'microUSB 2.0',b'',b'Removable Li-Ion 900 mAh battery',b'Black',,b'About 70 EUR',,,,,b'SNS integration MP3/WAV/eAAC+ MP4/H.264 player Organizer Voice memo Predictive text input',,,,,,,b'1.10 W/kg (head) \xc2\xa0 \xc2\xa0 0.74 W/kg (body)',,,,,,,,"b'Yes, Photocall'",b'Yes',"b'SMS, MMS, Email, IM'",b'Yes',"b'Yes, MIDP 2.0'",,,,,,,b'Yes',b'Yes',b'Up to 384 h',,b'Up to 4 h',,,,,,"b'WAP 2.0/xHTML, HTML'",,,,,
b'lg',b'LG Quantum',b'https://fdn2.gsmarena.com/vv/bigpic/lg-quantum.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100',,b'HSPA',"b'2010, October. Released 2010, November'",b'Discontinued',b'119.5 x 59.5 x 15.2 mm (4.70 x 2.34 x 0.60 in)',b'176 g (6.21 oz)',b'Mini-SIM',b'TFT',"b'3.5 inches, 34.9 cm2 (~49.0% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~267 ppi density)'",b'Microsoft Windows Phone 7',b'Qualcomm QSD8650 Snapdragon S1',b'1.0 GHz Scorpion',b'Adreno 200',b'No',b'16GB 512MB RAM',b'No',,b'LED flash',b'720p',"b'5 MP, AF'",,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA'","b'2.1, A2DP'","b'Yes, with A-GPS'",,b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1500 mAh battery',b'Black',,b'About 80 EUR',,,,,b'MP4/H.264/WMV player MP3/WAV/WMA/eAAC+ player Organizer Document viewer/editor Voice memo/dial/command Predictive text input',,,,,,,b'0.35 W/kg (head) \xc2\xa0 \xc2\xa0 0.30 W/kg (body)',,,,,,,,,,,,,,,,,,,,,b'Up to 350 h',,b'Up to 6 h',,,,,b'QWERTY',b'HTML',,,,,
b'lg',b'LG C900 Optimus 7Q ',b'https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-7q.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 1900 / 2100',,b'HSPA 7.2/0.384 Mbps',"b'2010, October. Released 2010, October'",b'Discontinued',b'119.5 x 59.5 x 15.2 mm (4.70 x 2.34 x 0.60 in)',b'178 g (6.28 oz)',b'Mini-SIM',b'TFT',"b'3.5 inches, 34.9 cm2 (~49.0% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~267 ppi density)'",b'Microsoft Windows Phone 7',b'Qualcomm QSD8650 Snapdragon S1',b'1.0 GHz Scorpion',b'Adreno 200',b'No',b'16GB 512MB RAM',b'HSDPA 850 / 1900 / 2100 - North America',,b'LED flash',b'720p',"b'5 MP, AF'",,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA'","b'2.1, A2DP'","b'Yes, with A-GPS'",,b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1500 mAh battery',b'Black',,,,,,,b'No',b'MP4/H.264/WMV player MP3/WAV/WMA/eAAC+ player Organizer Document viewer/editor Voice memo Predictive text input',,,,b'Corning Gorilla Glass',,b'0.35 W/kg (head) \xc2\xa0 \xc2\xa0 0.30 W/kg (body)',,,,,,,,,,,,,,,,,,,,,b'Up to 350 h',,b'Up to 7 h',,,,,b'QWERTY',b'HTML',,,,,
b'lg',b'LG E900 Optimus 7',b'https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-7.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 1900 / 2100',,b'HSPA 7.2/5.76 Mbps',"b'2010, October. Released 2010, November'",b'Discontinued',b'125 x 59.8 x 11.5 mm (4.92 x 2.35 x 0.45 in)',b'157 g (5.54 oz)',b'Mini-SIM',b'TFT',"b'3.8 inches, 41.1 cm2 (~55.0% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~246 ppi density)'","b'Microsoft Windows Phone 7, upgradable to 7.8'",b'Qualcomm QSD8650 Snapdragon S1',b'1.0 GHz Scorpion',b'Adreno 200',b'No',b'16GB 512MB RAM',b'HSDPA 850 / 1900 - North America',,b'LED flash',b'720p@24fps',"b'5 MP, AF'",,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA'","b'2.1, A2DP'","b'Yes, with A-GPS'",,b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1500 mAh battery',b'Black',,b'About 120 EUR',,,,,b'No',b'Facebook integration Document viewer/editor MP4/WMV player MP3/WAV/WMA/eAAC+ player Organizer Voice memo Predictive text input',,,,b'Corning Gorilla Glass',,b'0.59 W/kg (head) \xc2\xa0 \xc2\xa0 0.63 W/kg (body)',,,b'Photo / Video',b'Voice 66dB / Noise 66dB / Ring 75dB',,,,,,,,,,,,b'Noise -87.8dB / Crosstalk -87.2dB',,,,,b'Up to 330 h (2G) / Up to 330 h (3G)',b'0.94 W/kg (head) \xc2\xa0 \xc2\xa0 1.47 W/kg (body)',b'Up to 6 h 40 min (2G) / Up to 5 h (3G)',,,,,,b'HTML',,,,,
b'lg',b'LG Town C300',b'https://fdn2.gsmarena.com/vv/bigpic/lg-town-c300-ofic.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,"b'2010, September. Released 2010, October'",b'Discontinued',b'116 x 61.9 x 11.9 mm (4.57 x 2.44 x 0.47 in)',b'92.5 g (3.25 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~24.8% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'158MB',b'No',,,b'Yes',b'2 MP',,b'Yes',b'Yes',b'No',"b'2.1, A2DP'",b'No',,b'FM radio',b'microUSB 2.0',b'',b'Removable Li-Ion 900 mAh battery',"b'Black, White'",,b'About 50 EUR',,,,,b'SNS integration MP3/eAAC+ player MP4/H.263 player Organizer Voice memo Predictive text input',,,,,,,,,,,,,,,"b'1000 contacts, Photocall'","b'100 received, 100 dialed, 100 missed calls'","b'SMS(threaded view), MMS, Email, Push Email, IM'",b'Yes',"b'Yes, MIDP 2.1'",,,,,,,b'Class 10',b'Class 10',b'Up to 390 h',b'0.99 W/kg (head) \xc2\xa0 \xc2\xa0 0.67 W/kg (body)',b'Up to 3 h 40 min',,,,,b'QWERTY',b'WAP 2.0/xHTML',,,,,
b'lg',b'LG Optimus Chic E720',b'https://fdn2.gsmarena.com/vv/bigpic/lg-e720-chic-ofic-ofic-new.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA 7.2/2 Mbps',"b'2010, July. Released 2010, November'",b'Discontinued',b'112.5 x 57.9 x 12.9 mm (4.43 x 2.28 x 0.51 in)',b'132 g (4.66 oz)',b'Mini-SIM',b'TFT',"b'3.2 inches, 30.5 cm2 (~46.8% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~180 ppi density)'",b'Android 2.2 (Froyo)',,b'600 MHz',,"b'microSDHC (dedicated slot), 2 GB included'",b'150MB',b'No',,,b'480p@30fps',"b'5 MP, AF'",,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g, Wi-Fi Direct, DLNA, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",,b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Po 1250 mAh battery',"b'Black, White'",,b'About 100 EUR',,,,,b'DivX/MP4/H.264/WMV player MP3/WAV/WMA/eAAC+ player Document viewer Organizer Voice memo Predictive text input',,,,,,,b'1.13 W/kg (head) \xc2\xa0 \xc2\xa0 0.92 W/kg (body)',,,,,,,,,,,,,,,,,,,,,b'Up to 450 h (2G) / Up to 450 h (3G)',b'1.52 W/kg (head) \xc2\xa0 \xc2\xa0 1.49 W/kg (body)',b'Up to 5 h (2G) / Up to 5 h 30 min (3G)',,,,,,b'HTML',,,,,
b'lg',b'LG Optimus M',b'https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-m.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,"b'EV-DO Rev.0, 153.2 Kbps'","b'2010, November. Released 2010, November'",b'Discontinued',b'116 x 56 x 16 mm (4.57 x 2.20 x 0.63 in)',b'153 g (5.40 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'3.2 inches, 30.5 cm2 (~46.9% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~180 ppi density)'",b'Android 2.2 (Froyo)',,b'600 MHz',,b'microSDHC (dedicated slot)',b'150MB',b'No',,,b'480p',"b'3.15 MP, AF'",,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",,b'No',b'microUSB',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1500 mAh battery',b'Gray',,b'About 60 EUR',,,,,b'DivX/MP4/H.264/WMV player MP3/WAV/WMA/eAAC+ player Document viewer Organizer Voice memo/dial/commands Predictive text input',,,,,,,b'1.26 W/kg (head) \xc2\xa0 \xc2\xa0 0.48 W/kg (body)',,,,,,,,,,,,,,,,,,,,,b'Up to 337 h',,b'Up to 7 h 30 min',,,,,,b'HTML',,,,,
b'lg',b'LG Octane',b'https://fdn2.gsmarena.com/vv/bigpic/lg-octane.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,"b'EV-DO Rev.0, 153.2 Kbps'","b'2010, October. Released 2010, October'",b'Discontinued',b'107 x 55 x 16 mm (4.21 x 2.17 x 0.63 in)',b'128 g (4.52 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.6 inches, 20.9 cm2 (~35.6% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~154 ppi density)'",,,,,b'microSDHC (dedicated slot)',,"b'Secondary TFT display, 256K colors, 176 x 220 pixels'",,b'LED flash',b'Yes',"b'3.15 MP, AF'",,b'Yes',b'No',b'No',"b'2.1, A2DP'",b'A-GPS only',,b'No',b'microUSB 2.0',b'',b'Removable Li-Ion battery',b'Black',,b'About 60 EUR',,,,,b'No',b'MP4/H.263/WMV player MP3/WAV/WMA/eAAC+ player Document viewer Organizer Voice memo Predictive text input',,,,,,b'0.77 W/kg (head) \xc2\xa0 \xc2\xa0 0.55 W/kg (body)',,,,,,,,"b'Yes, Photocall'",b'Yes',"b'SMS(threaded view), MMS, Email'",b'Yes',b'No',,,,,,,,,b'Up to 340 h',,b'Up to 6 h 30 min',,,,,b'QWERTY',b'HTML',,,,,
b'lg',b'LG Optimus S',b'https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-s.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,"b'EV-DO Rev.0, 153.2 Kbps'","b'2010, October. Released 2010, December'",b'Discontinued',b'114 x 59 x 13 mm (4.49 x 2.32 x 0.51 in)',b'130 g (4.59 oz)',b'Mini-SIM',b'TFT',"b'3.2 inches, 30.5 cm2 (~45.3% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~180 ppi density)'",b'Android 2.2 (Froyo)',,b'600 MHz',,b'microSDHC (dedicated slot)',,b'No',,,b'480p',"b'3.15 MP, AF'",,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,,b'microUSB',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1500 mAh battery',b'Gray',,b'About 50 EUR',,,,,b'DivX/Xvid/MP4/H.264/WMV player MP3/WAV/WMA/eAAC+ player Document viewer Organizer Voice memo/dial/commands Predictive text input',,,,,,,b'1.26 W/kg (head) \xc2\xa0 \xc2\xa0 0.48 W/kg (body)',,,,,,,,,,,,,,,,,,,,,b'Up to 200 h',,b'Up to 5 h',,,,,,b'HTML',,,,,
b'lg',b'LG Optimus T',b'https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-t.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 1700 / 2100',,b'HSPA 7.2/0.384 Mbps',"b'2010, October. Released 2010, December'",b'Discontinued',b'113.5 x 59 x 13.3 mm (4.47 x 2.32 x 0.52 in)',b'129 g (4.55 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'3.2 inches, 30.5 cm2 (~45.5% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~180 ppi density)'",b'Android 2.2 (Froyo)',,b'600 MHz',,"b'microSDHC (dedicated slot), 2 GB included'",b'170MB',b'No',,,b'480p@18fps',"b'3.15 MP, AF'",,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",,b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1500 mAh battery',"b'Burgundy, Titanium'",,b'About 110 EUR',,,,,b'DivX/Xvid/MP4/H.264/WMV player MP3/WAV/WMA/eAAC+ player Document viewer Organizer Voice memo/dial/commands Predictive text input (Swype)',,,,,,,b'1.30 W/kg (head) \xc2\xa0 \xc2\xa0 0.72 W/kg (body)',,,,,,,,,,,,,,,,,,,,,b'Up to 450 h',,b'Up to 5 h',,,,,,b'HTML',,,,,
b'lg',b'LG Optimus One P500',b'https://fdn2.gsmarena.com/vv/bigpic/lg-p500-optimus-one.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA 7.2/0.384 Mbps',"b'2010, July. Released 2010, October'",b'Discontinued',b'113.5 x 59 x 13.3 mm (4.47 x 2.32 x 0.52 in)',b'129 g (4.55 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'3.2 inches, 30.5 cm2 (~45.5% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~180 ppi density)'","b'Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)'",b'Qualcomm MSM7227 Snapdragon S1',b'600 MHz ARM 11',b'Adreno 200',"b'microSDHC (dedicated slot), 2 GB included'",b'170MB 512MB RAM',b'No',,,b'480p@18fps',"b'3.15 MP, AF'",,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",,b'Stereo FM radio',b'microUSB',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1500 mAh battery',"b'Black, wine, titan, blue, silver, purple'",,b'About 100 EUR',,,,,b'DivX/Xvid/MP4/H.264/WMV player MP3/WAV/WMA/eAAC+ player Document viewer/editor Organizer Voice memo Predictive text input',,,,,,,b'0.45 W/kg (head) \xc2\xa0 \xc2\xa0 0.37 W/kg (body)',,,b'Photo',b'Voice 77dB / Noise 74dB / Ring 77dB',,,,,,,,,,,,b'Noise -85.6dB / Crosstalk -86.2dB',,,,,b'Up to 700 h (2G) / Up to 550 h (3G)',b'0.93 W/kg (head) \xc2\xa0 \xc2\xa0 0.70 W/kg (body)',b'Up to 8 h (2G) / Up to 7 h 30 min (3G)',,,,,,b'HTML',,,,,
b'lg',b'LG GW910',b'https://fdn2.gsmarena.com/vv/bigpic/lg-e900-optimus-7.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA 10.2/2 Mbps',"b'2010, September. Released 2011, Q1'",b'Discontinued',b'115 x 57.5 x 11.2 mm (4.53 x 2.26 x 0.44 in)',b'-',b'Mini-SIM',b'OLED',"b'3.5 inches, 34.9 cm2 (~52.7% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~267 ppi density)'",b'Microsoft Windows Phone 7',b'Qualcomm QSD8250 Snapdragon S1',b'1.0 GHz Scorpion',b'Adreno 200',b'No',b'8GB',b'',,b'LED flash',b'720p',"b'5 MP, AF'",,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA'","b'2.0, A2DP'","b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity'",b'Removable Li-Ion 1500 mAh battery',b'Black',,b'About 120 EUR',,,,,b'No',b'MP3/WAV/eAAC+/WMA player MP4/DviX/WMV/H.263 player Organizer Document viewer/editor Voice memo Predictive text input',,,,,,b'0.37 W/kg (head) \xc2\xa0 \xc2\xa0 0.20 W/kg (body)',,,,,,,,,,,,,,,,,,,,,b'Up to 288 h',,b'Up to 7 h 30 min',,,,,b'QWERTY',"b'WAP 2.0/xHTML, HTML'",,,,,
